company_id,company_name,industry_sector,hq_country,hq_location,bid_type,annual_revenue,inquiry_volume
654,Transportes Furlong,Logistics & Transport,Argentina,Buenos Aires,RFP,3203002875,25
655,Mercado Libre,E-commerce & Retail,Argentina,Mendoza,Online Reverse Auction,2008768585,442
656,Conaprole,Food & Beverage,Uruguay,Montevidéu,Direct Negotiation,1652680122,44
657,JSL Logística,Logistics & Transport,Brasil,Brasília,Fleet Contract,542551983,987
658,Enel Chile,Energy & Utilities,Chile,Santiago,Framework Agreement,236992645,25
659,Tigo Paraguay,Telecommunications,Paraguai,Capiatá,Direct Negotiation,1451106194,35
660,Movida,Car Rental,Brasil,Fortaleza,Volume Rebate Agreement,556913830,622
661,Servientrega,Logistics & Transport,Colombia,Barranquilla,Fleet Contract,3017583805,293
662,Frigorífico Concepción,Food & Beverage,Paraguai,Assunção,RFP,3347961558,13
663,Ute,Energy & Utilities,Uruguay,Ciudad de la Costa,RFP,1556828775,27
664,Ambev,Food & Beverage,Brasil,Brasília,RFP,936187190,253
665,Ferreyros,Industrial & Equipment,Perú,Trujillo,Framework Agreement,3802454253,68
666,Grupo Nutresa,Food & Beverage,Colombia,Bogotá,Direct Negotiation,3715080953,7
667,Falabella,E-commerce & Retail,Chile,Santiago,Direct Negotiation,703399627,37
668,Localiza,Car Rental,Brasil,Fortaleza,Quarterly Bid,761476785,782
669,YPF,Energy & Utilities,Argentina,Córdoba,RFP,3606241927,81
670,Mirtrans,Logistics & Transport,Uruguay,Montevidéu,Spot Quote,1353019524,39
671,Bavaria,Food & Beverage,Colombia,Barranquilla,RFP,579646873,368
672,Ambev,Food & Beverage,Brasil,Fortaleza,RFP,345337815,230
673,Transportes Cruz del Sur,Logistics & Transport,Perú,Trujillo,Fleet Contract,2354637943,29
674,Movida,Car Rental,Brasil,São Paulo,Quarterly Bid,3828741157,1172
675,Andreani,Logistics & Transport,Argentina,Córdoba,RFP,1001163243,249
676,YPF,Energy & Utilities,Argentina,Rosário,Framework Agreement,1326625193,37
677,Grupo Nutresa,Food & Beverage,Colombia,Medellín,Annual Framework,4604829891,17
678,Mirtrans,Logistics & Transport,Uruguay,Salto,RFP,3887148765,30
679,Conaprole,Food & Beverage,Uruguay,Paysandú,Direct Negotiation,3296180551,38
680,Backus,Food & Beverage,Perú,Lima,Annual Framework,2006538859,33
681,JSL Logística,Logistics & Transport,Brasil,Salvador,Spot Quote,438993448,996
682,Transportes Vigía,Logistics & Transport,Colombia,Cali,Spot Quote,2938998561,39
683,Alicorp,Food & Beverage,Perú,Arequipa,Direct Negotiation,3784897813,26
684,Ambev,Food & Beverage,Brasil,Rio de Janeiro,Direct Negotiation,4021126814,186
685,Pagnifique,Food & Beverage,Uruguay,Salto,Direct Negotiation,4424220259,41
686,Enel Chile,Energy & Utilities,Chile,La Serena,Public Tender,2199919713,88
687,Frigorífico Concepción,Food & Beverage,Paraguai,Capiatá,Direct Negotiation,3168896774,16
688,Tigo Paraguay,Telecommunications,Paraguai,San Lorenzo,Direct Negotiation,1779812408,18
689,Alicorp,Food & Beverage,Perú,Lima,Annual Framework,235602158,46
690,Tigo Paraguay,Telecommunications,Paraguai,Ciudad del Este,Online Reverse Auction,3942323523,27
691,Servientrega,Logistics & Transport,Colombia,Cali,RFP,1650516112,322
692,Transportes Cruz del Sur,Logistics & Transport,Perú,Lima,RFP,856695873,12
693,Alicorp,Food & Beverage,Perú,Lima,Direct Negotiation,2307279571,23
694,Turbus,B2B Services,Chile,Concepción,Standard Bid,3861853382,17
695,Nuestra Señora de la Asunción,Logistics & Transport,Paraguai,Assunção,RFP,4913098033,49
696,Companhia de Locação das Américas,Car Rental,Brasil,Salvador,Volume Rebate Agreement,2376157525,1156
697,Transportes Cruz del Sur,Logistics & Transport,Perú,Arequipa,RFP,3099812975,42
698,Transportes Cruz del Sur,Logistics & Transport,Perú,Chiclayo,Fleet Contract,1223628577,18
699,Transportes Cruz del Sur,Logistics & Transport,Perú,Arequipa,Spot Quote,1585160803,41
700,Ferreyros,Industrial & Equipment,Perú,Trujillo,Framework Agreement,2570608294,84
701,Grupo Nutresa,Food & Beverage,Colombia,Cali,Direct Negotiation,4061337601,31
702,Turbus,B2B Services,Chile,La Serena,RFP,4315134265,17
703,Transportes Vigía,Logistics & Transport,Colombia,Cali,Fleet Contract,3006825817,21
704,Nuestra Señora de la Asunción,Logistics & Transport,Paraguai,Luque,Spot Quote,2770737931,21
705,YPF,Energy & Utilities,Argentina,Rosário,Public Tender,2743140638,74
706,JSL Logística,Logistics & Transport,Brasil,Salvador,RFP,2452261725,1164
707,Transportes Vigía,Logistics & Transport,Colombia,Cartagena,Fleet Contract,4514940959,15
708,Companhia de Locação das Américas,Car Rental,Brasil,Salvador,Volume Rebate Agreement,4677824283,1098
709,Ancap,Energy & Utilities,Uruguay,Las Piedras,RFP,1154603092,77
710,Tigo Paraguay,Telecommunications,Paraguai,San Lorenzo,Spot Quote,2368601132,17
711,Nuestra Señora de la Asunción,Logistics & Transport,Paraguai,San Lorenzo,Fleet Contract,2969437004,11
712,Frigorífico Concepción,Food & Beverage,Paraguai,Capiatá,Annual Framework,1336249196,49
713,Backus,Food & Beverage,Perú,Chiclayo,RFP,2817073124,9
714,Conaprole,Food & Beverage,Uruguay,Ciudad de la Costa,Annual Framework,2248828803,13
715,Cervecería Quilmes,Food & Beverage,Argentina,Buenos Aires,Direct Negotiation,3387620551,47
716,Servientrega,Logistics & Transport,Colombia,Cartagena,Fleet Contract,2734326816,201
717,JSL Logística,Logistics & Transport,Brasil,São Paulo,Fleet Contract,3103114971,1123
718,Cervecería Quilmes,Food & Beverage,Argentina,La Plata,Direct Negotiation,4508074206,41
719,Pagnifique,Food & Beverage,Uruguay,Salto,Annual Framework,1715977682,5
720,Cervepar,Food & Beverage,Paraguai,Luque,Direct Negotiation,1934703689,46
721,Enel Chile,Energy & Utilities,Chile,Valparaíso,Public Tender,4694917866,89
722,Conaprole,Food & Beverage,Uruguay,Montevidéu,Annual Framework,1237976383,8
723,Conaprole,Food & Beverage,Uruguay,Ciudad de la Costa,Direct Negotiation,2258641296,7
724,Falabella,E-commerce & Retail,Chile,Antofagasta,Online Reverse Auction,1079715033,46
725,Cervepar,Food & Beverage,Paraguai,Ciudad del Este,Direct Negotiation,3002884887,30
726,Companhia de Locação das Américas,Car Rental,Brasil,Fortaleza,Direct Negotiation,3210395962,951
727,Transportes Vigía,Logistics & Transport,Colombia,Cartagena,RFP,1774048633,43
728,Turbus,B2B Services,Chile,Concepción,Standard Bid,4127112270,26
729,Ransa,Logistics & Transport,Perú,Iquitos,Fleet Contract,4044756817,369
730,Localiza,Car Rental,Brasil,Salvador,Volume Rebate Agreement,2597190611,760
731,Agrosuper,Food & Beverage,Chile,Valparaíso,RFP,4509305182,20
732,Servientrega,Logistics & Transport,Colombia,Cartagena,RFP,3830985516,215
733,Nuestra Señora de la Asunción,Logistics & Transport,Paraguai,Assunção,Spot Quote,2443832469,33
734,Ute,Energy & Utilities,Uruguay,Montevidéu,Public Tender,4734326658,69
735,Grupo Nutresa,Food & Beverage,Colombia,Barranquilla,Direct Negotiation,1566366995,15
736,Mercado Libre,E-commerce & Retail,Argentina,Buenos Aires,Direct Negotiation,4387375456,428
737,Pagnifique,Food & Beverage,Uruguay,Montevidéu,Annual Framework,4201101394,44
738,Backus,Food & Beverage,Perú,Chiclayo,Annual Framework,3802130907,10
739,Frigorífico Concepción,Food & Beverage,Paraguai,Assunção,RFP,3851579583,17
740,Cimportex,E-commerce & Retail,Paraguai,Assunção,Online Reverse Auction,689217716,19
741,JSL Logística,Logistics & Transport,Brasil,Rio de Janeiro,RFP,3316818770,867
742,Ancap,Energy & Utilities,Uruguay,Las Piedras,Public Tender,1388494107,74
743,Transportes Vigía,Logistics & Transport,Colombia,Bogotá,Spot Quote,925065529,37
744,Alicorp,Food & Beverage,Perú,Arequipa,RFP,2975639875,49
745,Transportes Furlong,Logistics & Transport,Argentina,Rosário,Fleet Contract,2675065421,35
746,Transportes Vigía,Logistics & Transport,Colombia,Medellín,Fleet Contract,3904194000,45
747,Conaprole,Food & Beverage,Uruguay,Paysandú,Annual Framework,3125640553,40
748,Ancap,Energy & Utilities,Uruguay,Paysandú,Framework Agreement,3386257623,98
749,Transportes Cruz del Sur,Logistics & Transport,Perú,Chiclayo,Spot Quote,760714084,45
750,Falabella,E-commerce & Retail,Chile,Santiago,Direct Negotiation,4061253065,14
751,Tigo Paraguay,Telecommunications,Paraguai,Ciudad del Este,Spot Quote,550303576,13
752,Cervepar,Food & Beverage,Paraguai,San Lorenzo,Direct Negotiation,635310953,14
753,Transportes Vigía,Logistics & Transport,Colombia,Cartagena,Spot Quote,2316378758,30
754,Cimportex,E-commerce & Retail,Paraguai,Luque,Direct Negotiation,3654951563,46
755,Companhia de Locação das Américas,Car Rental,Brasil,Salvador,Quarterly Bid,4979038085,1084
756,Transportes Vigía,Logistics & Transport,Colombia,Cali,Fleet Contract,4720422625,24
757,Backus,Food & Beverage,Perú,Lima,Direct Negotiation,4070681080,16
758,Transportes Vigía,Logistics & Transport,Colombia,Medellín,Spot Quote,3206792860,10
759,Transportes Vigía,Logistics & Transport,Colombia,Cartagena,Spot Quote,3600173842,23
760,Localiza,Car Rental,Brasil,Salvador,Volume Rebate Agreement,3362638760,1108
761,Bavaria,Food & Beverage,Colombia,Cali,RFP,4811378858,448
762,Ute,Energy & Utilities,Uruguay,Montevidéu,Framework Agreement,2282398442,41
763,Alquería,Food & Beverage,Colombia,Cartagena,Annual Framework,1801357096,30
764,JSL Logística,Logistics & Transport,Brasil,Fortaleza,Spot Quote,2320669104,1023
765,Pagnifique,Food & Beverage,Uruguay,Ciudad de la Costa,RFP,3651793386,29
766,Ferreyros,Industrial & Equipment,Perú,Iquitos,RFP,3567465425,60
767,Pagnifique,Food & Beverage,Uruguay,Paysandú,Annual Framework,3894758754,8
768,Cervepar,Food & Beverage,Paraguai,San Lorenzo,Annual Framework,2056799636,34
769,Ancap,Energy & Utilities,Uruguay,Ciudad de la Costa,Framework Agreement,3890695126,89
770,Frigorífico Concepción,Food & Beverage,Paraguai,Ciudad del Este,RFP,1518618950,18
771,Falabella,E-commerce & Retail,Chile,Concepción,Spot Quote,2343932331,27
772,Cervecería Quilmes,Food & Beverage,Argentina,Rosário,Annual Framework,928505510,46
773,YPF,Energy & Utilities,Argentina,Mendoza,Framework Agreement,888621891,59
774,Turbus,B2B Services,Chile,Valparaíso,Standard Bid,4893015623,28
775,Cervecería Quilmes,Food & Beverage,Argentina,La Plata,RFP,1842099433,16
776,Servientrega,Logistics & Transport,Colombia,Medellín,RFP,3448224883,420
777,Falabella,E-commerce & Retail,Chile,Concepción,Online Reverse Auction,2891869086,36
778,Alicorp,Food & Beverage,Perú,Chiclayo,Annual Framework,3431538583,45
779,Falabella,E-commerce & Retail,Chile,La Serena,Spot Quote,4657247922,29
780,Companhia de Locação das Américas,Car Rental,Brasil,São Paulo,Direct Negotiation,985027783,980
781,Ancap,Energy & Utilities,Uruguay,Montevidéu,Public Tender,4135064184,81
782,Transportes Vigía,Logistics & Transport,Colombia,Cali,Spot Quote,2895084625,47
783,Grupo Nutresa,Food & Beverage,Colombia,Cartagena,RFP,4744317037,32
784,Servientrega,Logistics & Transport,Colombia,Bogotá,RFP,3254699395,385
785,Alicorp,Food & Beverage,Perú,Lima,Annual Framework,992368190,16
786,Enel Chile,Energy & Utilities,Chile,Santiago,RFP,3483433664,79
787,Turbus,B2B Services,Chile,Valparaíso,Standard Bid,3533570450,47
788,Servientrega,Logistics & Transport,Colombia,Cartagena,RFP,4059138343,180
789,Transportes Vigía,Logistics & Transport,Colombia,Medellín,RFP,2223758027,9
790,JSL Logística,Logistics & Transport,Brasil,Fortaleza,Fleet Contract,812009432,1106
791,Conaprole,Food & Beverage,Uruguay,Las Piedras,Direct Negotiation,4245882741,6
792,Andreani,Logistics & Transport,Argentina,Mendoza,Spot Quote,4501363345,406
793,Bavaria,Food & Beverage,Colombia,Cartagena,RFP,3694234334,223
794,Cimportex,E-commerce & Retail,Paraguai,Luque,Direct Negotiation,1519322078,16
795,Grupo Nutresa,Food & Beverage,Colombia,Medellín,Direct Negotiation,3954369477,32
796,Agrosuper,Food & Beverage,Chile,Concepción,Annual Framework,2008690081,5
797,Grupo Nutresa,Food & Beverage,Colombia,Cartagena,RFP,1815623454,22
798,Pagnifique,Food & Beverage,Uruguay,Paysandú,Direct Negotiation,1486048262,16
799,Transportes Vigía,Logistics & Transport,Colombia,Cartagena,Fleet Contract,4232484717,45
800,Alquería,Food & Beverage,Colombia,Medellín,RFP,4104649828,33
801,Nuestra Señora de la Asunción,Logistics & Transport,Paraguai,Capiatá,Fleet Contract,2059598403,37
802,Cervecería Quilmes,Food & Beverage,Argentina,La Plata,RFP,3906784759,50
803,CMPC,Industrial & Equipment,Chile,Santiago,Framework Agreement,564900285,95
804,Conaprole,Food & Beverage,Uruguay,Las Piedras,RFP,2036903794,43
805,Transportes Furlong,Logistics & Transport,Argentina,La Plata,RFP,4419296850,9
806,Movida,Car Rental,Brasil,Brasília,Volume Rebate Agreement,3338691796,924
807,Ancap,Energy & Utilities,Uruguay,Ciudad de la Costa,Framework Agreement,4610005218,89
808,Localiza,Car Rental,Brasil,Brasília,Quarterly Bid,333648753,916
809,Pagnifique,Food & Beverage,Uruguay,Salto,Annual Framework,4756349058,46
810,Ferreyros,Industrial & Equipment,Perú,Iquitos,Public Tender,1657151633,47
811,Turbus,B2B Services,Chile,Valparaíso,Standard Bid,196442213,14
812,Mirtrans,Logistics & Transport,Uruguay,Montevidéu,RFP,3815184925,17
813,Enel Chile,Energy & Utilities,Chile,Concepción,RFP,2400434201,52
814,YPF,Energy & Utilities,Argentina,Buenos Aires,RFP,4097269669,58
815,Turbus,B2B Services,Chile,Concepción,Standard Bid,4726462873,45
816,Servientrega,Logistics & Transport,Colombia,Cali,Fleet Contract,3020081972,332
817,Frigorífico Concepción,Food & Beverage,Paraguai,San Lorenzo,RFP,1938550763,19
818,Ransa,Logistics & Transport,Perú,Iquitos,RFP,4617787486,345
819,Pagnifique,Food & Beverage,Uruguay,Paysandú,Direct Negotiation,4716931776,39
820,Nuestra Señora de la Asunción,Logistics & Transport,Paraguai,Ciudad del Este,Spot Quote,816196621,33
821,Ancap,Energy & Utilities,Uruguay,Ciudad de la Costa,Framework Agreement,3469516477,35
822,Andreani,Logistics & Transport,Argentina,Buenos Aires,RFP,2994575407,408
823,Bavaria,Food & Beverage,Colombia,Bogotá,Annual Framework,1134140899,376
824,JSL Logística,Logistics & Transport,Brasil,Salvador,Fleet Contract,4242584710,505
825,Falabella,E-commerce & Retail,Chile,Santiago,Direct Negotiation,3795032310,11
826,Transportes Furlong,Logistics & Transport,Argentina,Rosário,RFP,2409494852,14
827,Ambev,Food & Beverage,Brasil,Salvador,RFP,2465522132,221
828,Nuestra Señora de la Asunción,Logistics & Transport,Paraguai,San Lorenzo,Spot Quote,3172805033,45
829,Transportes Cruz del Sur,Logistics & Transport,Perú,Iquitos,RFP,4007540425,27
830,Ferreyros,Industrial & Equipment,Perú,Iquitos,Framework Agreement,686249991,95
831,Movida,Car Rental,Brasil,Brasília,Quarterly Bid,917807975,1063
832,Transportes Furlong,Logistics & Transport,Argentina,Córdoba,RFP,104016855,6
833,Tigo Paraguay,Telecommunications,Paraguai,San Lorenzo,Online Reverse Auction,3138996088,44
834,Turbus,B2B Services,Chile,Concepción,RFP,3122765321,34
835,Alquería,Food & Beverage,Colombia,Cali,Direct Negotiation,3682653417,32
836,Ransa,Logistics & Transport,Perú,Arequipa,RFP,4435601162,282
837,CMPC,Industrial & Equipment,Chile,Antofagasta,RFP,4764795181,86
838,Turbus,B2B Services,Chile,Santiago,Standard Bid,2216500038,46
839,Frigorífico Concepción,Food & Beverage,Paraguai,Ciudad del Este,Annual Framework,1116212525,10
840,CMPC,Industrial & Equipment,Chile,Santiago,RFP,4565541640,67
841,Cimportex,E-commerce & Retail,Paraguai,San Lorenzo,Online Reverse Auction,1253199647,40
842,YPF,Energy & Utilities,Argentina,Córdoba,RFP,1759722643,99
843,Transportes Cruz del Sur,Logistics & Transport,Perú,Chiclayo,Fleet Contract,4167524039,36
844,Falabella,E-commerce & Retail,Chile,Santiago,Spot Quote,2572959315,27
845,Ferreyros,Industrial & Equipment,Perú,Iquitos,RFP,2391362089,31
846,Movida,Car Rental,Brasil,Brasília,Direct Negotiation,3828052949,912
847,Conaprole,Food & Beverage,Uruguay,Las Piedras,Annual Framework,3442587583,45
848,Companhia de Locação das Américas,Car Rental,Brasil,Brasília,Volume Rebate Agreement,4172833377,1017
849,Ferreyros,Industrial & Equipment,Perú,Trujillo,RFP,4404586361,22
850,Ambev,Food & Beverage,Brasil,Fortaleza,Direct Negotiation,206185012,279
851,Companhia de Locação das Américas,Car Rental,Brasil,Brasília,Direct Negotiation,1204076362,663
852,Andreani,Logistics & Transport,Argentina,Buenos Aires,RFP,3236433567,438
853,CMPC,Industrial & Equipment,Chile,La Serena,RFP,1463276088,58
854,Falabella,E-commerce & Retail,Chile,Santiago,Direct Negotiation,1262434520,17
855,Alquería,Food & Beverage,Colombia,Medellín,Annual Framework,4470849431,8
856,Mercado Libre,E-commerce & Retail,Argentina,Mendoza,Online Reverse Auction,3236902977,228
857,Grupo Nutresa,Food & Beverage,Colombia,Barranquilla,RFP,733133950,26
858,Localiza,Car Rental,Brasil,Salvador,Direct Negotiation,2409713952,897
859,Mirtrans,Logistics & Transport,Uruguay,Ciudad de la Costa,RFP,1245473168,29
860,Conaprole,Food & Beverage,Uruguay,Montevidéu,RFP,4933257177,5
861,JSL Logística,Logistics & Transport,Brasil,São Paulo,Fleet Contract,3364909786,745
862,Turbus,B2B Services,Chile,Concepción,RFP,225891812,17
863,Backus,Food & Beverage,Perú,Chiclayo,Direct Negotiation,4706629212,7
864,Ute,Energy & Utilities,Uruguay,Paysandú,Public Tender,4748662100,43
865,CMPC,Industrial & Equipment,Chile,Valparaíso,Framework Agreement,3036788771,87
866,Andreani,Logistics & Transport,Argentina,Mendoza,Spot Quote,4902110419,378
867,Enel Chile,Energy & Utilities,Chile,Valparaíso,Framework Agreement,101419369,43
868,Grupo Nutresa,Food & Beverage,Colombia,Bogotá,Direct Negotiation,2985849555,6
869,Mercado Libre,E-commerce & Retail,Argentina,Rosário,Direct Negotiation,4942587185,203
870,Backus,Food & Beverage,Perú,Trujillo,RFP,3433065575,13
871,Servientrega,Logistics & Transport,Colombia,Barranquilla,Fleet Contract,1227027479,415
872,Andreani,Logistics & Transport,Argentina,La Plata,Spot Quote,3600689013,325
873,Turbus,B2B Services,Chile,Valparaíso,Standard Bid,3131468654,11
874,Agrosuper,Food & Beverage,Chile,La Serena,Annual Framework,914313693,15
875,Servientrega,Logistics & Transport,Colombia,Bogotá,Spot Quote,2551331065,441
876,Movida,Car Rental,Brasil,Rio de Janeiro,Quarterly Bid,1280288943,1161
877,Bavaria,Food & Beverage,Colombia,Medellín,RFP,4419855561,158
878,Falabella,E-commerce & Retail,Chile,Concepción,Spot Quote,391571677,16
879,Transportes Furlong,Logistics & Transport,Argentina,Buenos Aires,Fleet Contract,3482201140,13
880,Mirtrans,Logistics & Transport,Uruguay,Salto,Fleet Contract,130294484,47
881,Turbus,B2B Services,Chile,Concepción,RFP,944810514,42
882,Grupo Nutresa,Food & Beverage,Colombia,Cartagena,Annual Framework,2426113763,36
883,Mercado Libre,E-commerce & Retail,Argentina,Mendoza,Direct Negotiation,1901521238,320
884,Alicorp,Food & Beverage,Perú,Iquitos,RFP,199735484,21
885,Ambev,Food & Beverage,Brasil,São Paulo,Direct Negotiation,4246049853,219
886,JSL Logística,Logistics & Transport,Brasil,Rio de Janeiro,Fleet Contract,2655805104,889
887,Mercado Libre,E-commerce & Retail,Argentina,Buenos Aires,Direct Negotiation,911354509,307
888,Servientrega,Logistics & Transport,Colombia,Cartagena,Fleet Contract,1177862700,396
889,Turbus,B2B Services,Chile,Antofagasta,Standard Bid,358321646,6
890,Ferreyros,Industrial & Equipment,Perú,Chiclayo,Public Tender,847535245,47
891,Nuestra Señora de la Asunción,Logistics & Transport,Paraguai,San Lorenzo,RFP,2058698049,29
892,Mercado Libre,E-commerce & Retail,Argentina,Buenos Aires,Direct Negotiation,473107222,436
893,Ferreyros,Industrial & Equipment,Perú,Iquitos,Framework Agreement,2272191966,46
894,Ambev,Food & Beverage,Brasil,Brasília,Annual Framework,3174680485,249
895,Ransa,Logistics & Transport,Perú,Lima,RFP,3670911805,400
896,Ute,Energy & Utilities,Uruguay,Ciudad de la Costa,Public Tender,4101672209,71
897,Ransa,Logistics & Transport,Perú,Trujillo,Fleet Contract,695715193,187
898,Transportes Furlong,Logistics & Transport,Argentina,Córdoba,RFP,1587146551,17
899,Transportes Vigía,Logistics & Transport,Colombia,Cali,RFP,842702741,9
900,Cimportex,E-commerce & Retail,Paraguai,Luque,Spot Quote,4764776237,42
901,Alquería,Food & Beverage,Colombia,Barranquilla,RFP,2729816833,16
902,Cervepar,Food & Beverage,Paraguai,Capiatá,Direct Negotiation,2321922172,19
903,Grupo Nutresa,Food & Beverage,Colombia,Medellín,Direct Negotiation,3187757733,21
904,Tigo Paraguay,Telecommunications,Paraguai,Luque,Spot Quote,4750704488,28
905,Transportes Vigía,Logistics & Transport,Colombia,Medellín,Spot Quote,725830630,16
906,Servientrega,Logistics & Transport,Colombia,Bogotá,Fleet Contract,3138783854,225
907,Frigorífico Concepción,Food & Beverage,Paraguai,San Lorenzo,Annual Framework,1087351360,12
908,Servientrega,Logistics & Transport,Colombia,Cali,Fleet Contract,3395238673,186
909,Ancap,Energy & Utilities,Uruguay,Salto,Public Tender,3858535234,75
910,Turbus,B2B Services,Chile,Antofagasta,Standard Bid,4534717541,13
911,Turbus,B2B Services,Chile,Valparaíso,Standard Bid,2203807514,14
912,Ancap,Energy & Utilities,Uruguay,Las Piedras,RFP,1945032798,21
913,JSL Logística,Logistics & Transport,Brasil,São Paulo,RFP,1447715139,801
914,Ancap,Energy & Utilities,Uruguay,Ciudad de la Costa,Framework Agreement,674769863,20
915,Falabella,E-commerce & Retail,Chile,La Serena,Spot Quote,1233537521,42
916,Conaprole,Food & Beverage,Uruguay,Montevidéu,RFP,2712272810,29
917,Companhia de Locação das Américas,Car Rental,Brasil,Brasília,Quarterly Bid,3934295635,658
918,Pagnifique,Food & Beverage,Uruguay,Montevidéu,RFP,4979243784,41
919,Ute,Energy & Utilities,Uruguay,Paysandú,RFP,271427630,94
920,Nuestra Señora de la Asunción,Logistics & Transport,Paraguai,Capiatá,Fleet Contract,3480016146,18
921,Alquería,Food & Beverage,Colombia,Bogotá,Direct Negotiation,4538086176,45
922,Cimportex,E-commerce & Retail,Paraguai,San Lorenzo,Direct Negotiation,4694544214,15
923,Servientrega,Logistics & Transport,Colombia,Barranquilla,Spot Quote,3908985927,339
924,Falabella,E-commerce & Retail,Chile,La Serena,Direct Negotiation,3699792588,37
925,Falabella,E-commerce & Retail,Chile,Antofagasta,Direct Negotiation,3981476152,47
926,Localiza,Car Rental,Brasil,Brasília,Direct Negotiation,4545631025,987
927,Enel Chile,Energy & Utilities,Chile,Valparaíso,RFP,2466162136,74
928,Nuestra Señora de la Asunción,Logistics & Transport,Paraguai,San Lorenzo,RFP,3234451266,10
929,Backus,Food & Beverage,Perú,Trujillo,Annual Framework,2101739040,26
930,Cervepar,Food & Beverage,Paraguai,Capiatá,Annual Framework,3774313724,40
931,Pagnifique,Food & Beverage,Uruguay,Salto,Direct Negotiation,2937095701,15
932,Alicorp,Food & Beverage,Perú,Arequipa,Annual Framework,168035626,31
933,JSL Logística,Logistics & Transport,Brasil,Fortaleza,Fleet Contract,1087803380,1005
934,Ambev,Food & Beverage,Brasil,Rio de Janeiro,RFP,3857245208,309
935,Grupo Nutresa,Food & Beverage,Colombia,Medellín,RFP,1134050706,42
936,CMPC,Industrial & Equipment,Chile,Antofagasta,RFP,4659156361,87
937,Turbus,B2B Services,Chile,Antofagasta,RFP,2346981541,22
938,Companhia de Locação das Américas,Car Rental,Brasil,Fortaleza,Direct Negotiation,1534637216,1034
939,Transportes Vigía,Logistics & Transport,Colombia,Cali,Spot Quote,891823943,28
940,Cervepar,Food & Beverage,Paraguai,Capiatá,RFP,971668850,24
941,Transportes Furlong,Logistics & Transport,Argentina,Rosário,Spot Quote,2224556239,39
942,Falabella,E-commerce & Retail,Chile,Santiago,Spot Quote,366956299,5
943,Ferreyros,Industrial & Equipment,Perú,Trujillo,Public Tender,3901348592,51
944,Alquería,Food & Beverage,Colombia,Bogotá,RFP,2784949210,50
945,Ute,Energy & Utilities,Uruguay,Montevidéu,Framework Agreement,1358622012,58
946,Tigo Paraguay,Telecommunications,Paraguai,San Lorenzo,Direct Negotiation,3575913559,36
947,Cervecería Quilmes,Food & Beverage,Argentina,La Plata,Direct Negotiation,2265958944,28
948,Andreani,Logistics & Transport,Argentina,La Plata,RFP,1668877579,311
949,Movida,Car Rental,Brasil,São Paulo,Direct Negotiation,2348216209,739
950,Conaprole,Food & Beverage,Uruguay,Salto,Annual Framework,4498877961,19
951,Turbus,B2B Services,Chile,Santiago,Standard Bid,2763807716,10
952,Falabella,E-commerce & Retail,Chile,Santiago,Online Reverse Auction,1394719424,36
953,Alicorp,Food & Beverage,Perú,Iquitos,Annual Framework,219517080,48
954,Ambev,Food & Beverage,Brasil,Salvador,Annual Framework,2606669311,225
955,Conaprole,Food & Beverage,Uruguay,Paysandú,RFP,1077272433,22
956,Ancap,Energy & Utilities,Uruguay,Ciudad de la Costa,RFP,3853772636,78
957,Ransa,Logistics & Transport,Perú,Arequipa,Spot Quote,2309752922,184
958,Frigorífico Concepción,Food & Beverage,Paraguai,San Lorenzo,RFP,2722099425,27
959,Ferreyros,Industrial & Equipment,Perú,Chiclayo,Framework Agreement,355169413,64
960,Companhia de Locação das Américas,Car Rental,Brasil,Salvador,Volume Rebate Agreement,4207057954,989
961,YPF,Energy & Utilities,Argentina,Buenos Aires,Public Tender,4970376593,53
962,Ferreyros,Industrial & Equipment,Perú,Lima,RFP,3065115448,47
963,Cimportex,E-commerce & Retail,Paraguai,Assunção,Spot Quote,4016356819,18
964,Bavaria,Food & Beverage,Colombia,Cartagena,Annual Framework,1037295596,334
965,Falabella,E-commerce & Retail,Chile,Valparaíso,Spot Quote,4681861940,36
966,Alicorp,Food & Beverage,Perú,Arequipa,Direct Negotiation,4295379575,6
967,Servientrega,Logistics & Transport,Colombia,Medellín,RFP,3421843646,286
968,Cervecería Quilmes,Food & Beverage,Argentina,Buenos Aires,Direct Negotiation,2434128153,28
969,Tigo Paraguay,Telecommunications,Paraguai,Assunção,Direct Negotiation,4369255754,12
970,Conaprole,Food & Beverage,Uruguay,Paysandú,RFP,3958922049,9
971,Mercado Libre,E-commerce & Retail,Argentina,Buenos Aires,Direct Negotiation,4509659705,226
972,Alicorp,Food & Beverage,Perú,Trujillo,Annual Framework,1800230877,18
973,Turbus,B2B Services,Chile,Concepción,RFP,1851027797,6
974,Transportes Furlong,Logistics & Transport,Argentina,La Plata,Spot Quote,4681894039,40
975,Mirtrans,Logistics & Transport,Uruguay,Paysandú,Fleet Contract,2138996919,11
976,Enel Chile,Energy & Utilities,Chile,La Serena,Framework Agreement,1623657838,81
977,Andreani,Logistics & Transport,Argentina,Mendoza,Fleet Contract,500225081,359
978,Cimportex,E-commerce & Retail,Paraguai,Assunção,Spot Quote,4829268421,23
979,Transportes Cruz del Sur,Logistics & Transport,Perú,Chiclayo,Fleet Contract,3199537646,37
980,Nuestra Señora de la Asunción,Logistics & Transport,Paraguai,Capiatá,RFP,1518849075,17
981,YPF,Energy & Utilities,Argentina,Mendoza,Framework Agreement,3543239059,22
